Role,Number,Player,Ht,Wt,Yr,G,S,Min.Pct,ORtg,Poss.Pct,Shots.Pct,eFG.Pct,TS.Pct,OR.Pct,DR.Pct,ARate,TORate,Blk.Pct,Stl.Pct,FCper40,FDper40,FTRate,FTM,FTA,FT.Pct,FGM_2,FGA_2,FG_2.Pct,FGM_3,FGA_3,FG_3.Pct,Min.Pct.Rk,ORtg.Rk,Poss.Pct.Rk,Shots.Pct.Rk,eFG.Pct.Rk,TS.Pct.Rk,OR.Pct.Rk,DR.Pct.Rk,ARate.Rk,TORate.Rk,Blk.Pct.Rk,Stl.Pct.Rk,FCper40.Rk,FDper40.Rk,FTRate.Rk,FT.Pct.Rk,FG_2.Pct.Rk,FG_3.Pct.Rk,NationalRank,Team,Year,PlayerId
Benchwarmer,3,CJ Jackson,6-6,185,Fr,15,1,6,77.9,20.7,23.4,40,40.9,3.1,8,8,18.6,0,3.9,2.1,2.9,16,2,4,0.5,4,11,0.364,4,14,0.286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Massachusetts,2020,46667
Benchwarmer,0,John Buggs,6-2,185,Fr,4,NA,2.6,30.1,14.3,17.6,0,11.2,0,5.2,5.2,12.7,0,3.6,1.2,2.8,25,2,2,0.999,0,2,0,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Massachusetts,2020,45384
Go-to Guys,12,AJ Lawson,6-5,215,Jr,28,26,76.3,93,30.4,28.9,47.7,50.9,2.9,27.5,27.5,24.5,0.5,1.8,3.9,5.5,39.5,88,136,0.647,131,267,0.491,22,77,0.286,NA,NA,48,125,NA,NA,NA,NA,128,NA,NA,NA,NA,15,34,NA,NA,NA,National Rank,McNeese St.,2020,38020
Significant Contributor,23,Sha'markus Kennedy,6-8,220,Sr,28,28,81.9,126.4,23.3,23.7,68.2,70.5,12.9,10,10,17.5,9,1.1,2.8,5.1,47.2,110,143,0.769,205,299,0.686,1,4,0.25,251,15,NA,NA,2,2,48,44,NA,NA,38,NA,NA,244,176,442,11,NA,National Rank,McNeese St.,2020,43391
Significant Contributor,3,Leondre Washington,6-0,170,Jr,19,1,23.6,102.4,22,14.4,48.1,60,0.9,21,21.8,27.7,0,3.2,4.2,6.7,117,48,62,0.774,15,28,0.536,7,25,0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,McNeese St.,2020,41128
Role Player,0,Dru Kuxhausen,6-0,180,Jr,28,28,80.3,117.9,16.6,21.4,60.8,64,0.7,6.5,6.5,15.7,0,1.3,2.5,2.7,21.2,52,57,0.912,18,46,0.391,97,223,0.435,338,131,NA,NA,44,25,NA,NA,NA,NA,NA,NA,465,NA,NA,8,NA,44,National Rank,McNeese St.,2020,45672
Role Player,22,Roydell Brown,6-6,220,Sr,28,28,72.7,101.9,19.5,18.6,49,50.3,10.8,14,14,18.6,1.8,1.4,3.5,4,43.6,49,92,0.533,87,184,0.473,11,27,0.407,NA,NA,NA,NA,NA,NA,168,309,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,National Rank,McNeese St.,2020,39576
Role Player,44,Truman Moore,6-8,240,So,25,NA,18.9,108.8,17,14.2,61.9,63.3,12.9,13.7,13.7,27.8,2.5,2.1,6.7,2.7,30.9,9,13,0.692,26,42,0.619,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,McNeese St.,2020,45703
Role Player,24,Chris Orlina,6-6,185,Jr,13,NA,10.1,71.7,16.1,14,29.6,35.5,8.8,7.2,7.2,30.7,0.9,1.5,3.2,2.7,31.8,5,7,0.714,5,18,0.278,1,4,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,McNeese St.,2020,45700
Limited Role,13,Trey Johnson,6-2,175,So,26,9,48.1,97.6,12.4,11.7,52.8,55.4,0.9,15,15,29.3,0.6,2.4,3.8,1.8,18.2,13,16,0.812,15,30,0.5,21,58,0.362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,449,National Rank,McNeese St.,2020,43390
Limited Role,11,Myles Hutchinson,6-1,180,Jr,24,16,42.3,104.4,15.5,14.5,58.9,62.8,2.9,15,15.8,29.6,0.5,2.2,3.8,2.3,21.9,20,21,0.952,25,54,0.463,21,42,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National Rank,McNeese St.,2020,41920
Limited Role,2,Sam Baker,6-4,220,Jr,28,2,34.2,88.7,14.1,18,44.3,45.5,1,8.8,8.8,20.7,0.3,1.6,3.6,1.5,4.2,4,4,0.999,5,10,0.5,25,86,0.291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,McNeese St.,2020,45677
Benchwarmer,1,Jeremy Harrell,6-8,240,Jr,17,2,8.8,87.8,17,18.1,44,46.7,8.8,3.5,3.5,23.1,0,0.6,6.4,2.7,24,4,6,0.667,8,17,0.471,2,8,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,McNeese St.,2020,43388
Benchwarmer,20,Jalen Poyser,6-4,180,Sr,5,NA,2.6,83,19.3,31.4,42.3,42.3,0,0,0,9.7,0,0,1.3,1.5,0,0,0,0,4,6,0.667,1,7,0.143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,McNeese St.,2020,31978
Major Contributor,55,Precious Achiuwa,6-9,225,Fr,31,31,75.3,98.2,27.2,27.8,51.1,53.4,11.4,7.5,7.5,18.6,6.4,2,3.1,6,50.7,112,187,0.599,169,329,0.514,13,40,0.325,NA,NA,168,191,NA,NA,122,59,NA,NA,89,NA,NA,69,139,NA,NA,NA,National Rank,Memphis,2020,45478
Significant Contributor,1,Tyler Harris,5-9,150,So,31,NA,51.3,97.3,20.5,25.8,49.6,53.1,1.3,8,8,18.7,0.2,1.2,2.8,3,20.2,40,47,0.851,27,71,0.38,59,162,0.364,NA,NA,NA,343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,426,National Rank,Memphis,2020,42185
Significant Contributor,14,Isaiah Maurice,6-10,224,Sr,24,11,18.3,86.2,20.4,23.2,47.3,49.1,6.1,2.8,2.8,22.2,7.3,0.7,4.5,3.3,26.7,12,20,0.6,28,52,0.538,5,23,0.217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Memphis,2020,38710
Role Player,11,Lester Quinones,6-5,210,Fr,26,23,61.1,104.1,18.8,18,49.5,56.8,3.3,14,14.4,21.3,0.4,1.4,3.3,4.4,55.1,86,107,0.804,42,79,0.532,36,115,0.313,NA,NA,NA,NA,NA,332,NA,NA,NA,NA,NA,NA,NA,473,87,27,NA,NA,National Rank,Memphis,2020,45465
Role Player,5,Boogie Ellis,6-3,175,Fr,31,27,60.6,90.7,19.1,21.5,40.9,45.7,2,11.4,11.4,17,0.6,2.8,3.8,3.9,38.7,61,89,0.685,40,119,0.336,36,111,0.324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,235,NA,NA,368,NA,NA,NA,National Rank,Memphis,2020,45457
Role Player,2,Alex Lomax,6-0,190,So,31,4,60.1,98.4,19.4,14.4,47.7,54.2,3.7,33.3,33.3,29.3,1.8,3.4,3.6,3.8,54.9,63,84,0.75,61,131,0.466,8,22,0.364,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,85,NA,NA,9,NA,NA,NA,National Rank,Memphis,2020,42186
Role Player,10,Damion Baugh,6-3,185,Fr,31,25,51.1,85.1,16.7,12.4,46,48,4.5,24.8,24.8,33.9,1.5,3,4.7,2.7,38.4,24,43,0.558,44,95,0.463,5,17,0.294,NA,NA,NA,NA,NA,NA,NA,NA,201,NA,NA,171,NA,NA,NA,NA,NA,NA,National Rank,Memphis,2020,45463
Role Player,0,DJ Jeffries,6-7,225,Fr,19,13,41.2,106,18.6,22,56.2,58.3,4.3,11.8,11.8,18.9,4.2,1.5,3.9,2.8,21.9,26,35,0.743,66,119,0.555,16,41,0.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,222,NA,NA,NA,NA,NA,356,NA,National Rank,Memphis,2020,45452
Role Player,15,Lance Thomas,6-9,224,So,29,13,33.7,97,16,19.7,48.3,50.2,6.3,4.7,4.7,17.1,7.7,1.6,5.8,2.4,18.8,15,22,0.682,28,55,0.509,19,62,0.306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Memphis,2020,41109
Limited Role,23,Malcolm Dandridge,6-9,250,Fr,24,4,25.2,86.8,15.9,10.8,70.8,64.6,6.6,9.9,9.9,38.3,5.6,3.3,6.1,3.4,64.6,13,31,0.419,34,47,0.723,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Memphis,2020,45469
Limited Role,25,Jayden Hardaway,6-5,195,Fr,22,1,13.7,89.1,15.3,17,48.8,51.3,4.7,4.5,4.5,25.1,0.6,1.6,3.7,2.2,19.5,6,8,0.75,11,19,0.579,6,22,0.273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Memphis,2020,42188
Benchwarmer,32,James Wiseman,7-1,240,Fr,3,3,5.5,140.8,27,26.7,76.9,76,21.8,4.4,4.4,8.8,13.6,0.8,2.9,10.3,103.8,19,27,0.704,20,25,0.8,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Memphis,2020,45474
Benchwarmer,12,Ryan Boyce,6-6,185,Fr,5,NA,2.6,85.4,11.5,10.7,50,43.5,3.5,5.4,5.4,14.4,3.1,0,8.5,3.7,80,1,4,0.25,1,2,0.5,1,3,0.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Memphis,2020,42189
Major Contributor,5,Djordje Dimitrijevic,6-2,180,Sr,29,29,83.4,106.5,25.1,25.9,50,55.2,1.8,22.3,22.3,18.5,0,2.6,2.8,4.4,32.2,103,121,0.851,92,198,0.465,64,178,0.36,181,NA,332,335,NA,492,NA,NA,281,NA,NA,321,NA,472,NA,101,NA,478,National Rank,Mercer,2020,42874
Significant Contributor,25,Maciej Bender,6-11,255,Jr,30,27,49.5,88,23.8,22.2,46.6,46.4,10.9,12.3,12.3,22.3,6.8,0.7,5.1,4.2,35.6,29,68,0.426,89,191,0.466,0,0,0,NA,NA,473,NA,NA,NA,163,157,NA,NA,77,NA,NA,NA,NA,NA,NA,NA,National Rank,Mercer,2020,39232
Major Contributor,14,Victor Bafutto,6-10,230,So,29,3,21.3,90.6,24,22.1,52.4,53,13.6,7.4,7.4,27.1,5.4,0.7,8.6,3.6,26.8,12,22,0.545,43,81,0.531,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mercer,2020,42883
Significant Contributor,20,Ross Cummings,6-3,180,Sr,6,1,11.5,105.7,20.2,20.5,59.8,63.6,0.9,15,15.7,26.7,0.8,2.1,3.2,2.8,19.5,8,8,0.999,8,17,0.471,11,24,0.458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mercer,2020,39574
Role Player,22,Ethan Stair,6-4,205,Sr,30,30,87.4,115.9,19.4,21.8,56.6,59.7,6.7,12.4,12.4,15.8,0.8,2,2.8,2.9,20.2,58,67,0.866,102,172,0.593,57,159,0.358,74,185,NA,NA,157,154,NA,101,NA,NA,NA,NA,NA,NA,NA,7,177,489,National Rank,Mercer,2020,31018
Role Player,10,Daniel Love,6-3,170,So,30,11,47.4,89.3,17.4,15.5,44.1,47.2,5.3,15.9,15.9,26.6,0.6,2.6,4.7,2.7,26.6,23,34,0.676,43,101,0.426,9,27,0.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,332,NA,NA,NA,NA,NA,NA,National Rank,Mercer,2020,42876
Role Player,1,Kamar Robertson,6-2,160,Fr,26,17,47.4,92.9,18.7,16.8,46.7,50.8,4.4,14.7,14.7,25.8,1.2,1.6,5.5,3.4,35.5,35,49,0.714,33,77,0.429,21,61,0.344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National Rank,Mercer,2020,45988
Role Player,23,James Glisson,6-6,210,Fr,30,8,41.6,106.9,19.7,21.6,51,52.4,9.1,12.4,12.4,14,1.4,1.6,3.7,3.2,25,24,39,0.615,78,140,0.557,1,16,0.062,NA,NA,NA,NA,NA,NA,297,NA,NA,41,NA,NA,NA,NA,NA,NA,337,NA,National Rank,Mercer,2020,45992
Limited Role,3,Jeff Gary,6-4,180,So,21,19,58.5,111.6,15.9,19.2,56.9,58.8,1.2,12,12.6,16.9,0.3,1.3,2.2,2,10.8,19,21,0.905,42,77,0.545,46,118,0.39,NA,364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,435,225,National Rank,Mercer,2020,40859
Limited Role,4,Diego Rivera,6-2,180,Fr,19,1,15.8,92.2,15.2,15.7,39.5,43.1,4.4,12,12.1,17.9,0.6,1.8,3.4,2.7,27.9,8,12,0.667,8,17,0.471,6,26,0.231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mercer,2020,45990
Nearly Invisible,35,Patrick Urey,6-6,210,Fr,25,2,23.8,69.2,9.3,5.1,28.6,43.3,3.4,5,5,40.7,1.6,2,3.2,2.5,90.5,14,19,0.737,6,19,0.316,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mercer,2020,42882
Benchwarmer,30,Luke Hamilton,6-8,200,So,6,NA,6.1,113.6,13.9,18.9,55,55,6.6,5.1,5.1,11.3,0,0.8,2.2,1.2,0,0,0,0,2,3,0.667,6,17,0.353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mercer,2020,42880
Benchwarmer,12,Mitch Prendergast,6-0,190,So,10,2,6,102.7,12,15.3,56.2,56.2,1.7,5,5,19.9,0,1.6,5,1.1,0,0,0,0,0,1,0,6,15,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mercer,2020,41306
Major Contributor,22,Jordan Minor,6-8,220,Fr,30,NA,39.3,101.3,26.9,21.1,50.4,52.4,19.5,12.3,12.3,18.5,6.6,0.7,6.3,5.9,66.2,49,88,0.557,64,128,0.5,2,5,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Merrimack,2020,47057
Significant Contributor,0,Juvaris Hayes,6-0,195,Sr,30,30,91.1,95.9,23.9,18.8,45.3,49.5,4.1,38,38,24.3,0.3,6.5,3.1,3.9,40,75,110,0.682,108,242,0.446,11,33,0.333,26,NA,458,NA,NA,NA,NA,NA,12,NA,NA,1,NA,NA,326,NA,NA,NA,National Rank,Merrimack,2020,47060
Significant Contributor,15,Idris Joyner,6-5,230,Sr,30,30,61.1,103.5,21.5,23.5,51.7,54.1,4.8,11.5,11.5,12.9,3.8,2.1,4.8,3.5,28.6,45,66,0.682,94,170,0.553,17,61,0.279,NA,NA,NA,NA,481,NA,NA,NA,NA,279,273,NA,NA,NA,NA,NA,371,NA,National Rank,Merrimack,2020,47039
Role Player,13,Jaleel Lord,6-4,170,Sr,28,28,74,93.3,19.9,23.6,45.9,48.8,2.3,7.7,7.7,13.3,0.9,1.9,2.8,2.6,16.7,38,47,0.809,48,110,0.436,54,171,0.316,NA,NA,NA,NA,NA,NA,NA,NA,NA,319,NA,NA,NA,NA,NA,NA,NA,NA,National Rank,Merrimack,2020,47044
Role Player,5,Mikey Watkins,5-11,175,So,30,30,69.6,88.8,17.5,17,50.5,52.5,1.1,12,12.2,24.1,0.7,3.9,3,2.5,23.7,30,45,0.667,66,134,0.493,20,56,0.357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,National Rank,Merrimack,2020,47072
Role Player,23,Ziggy Reid,6-6,235,Fr,30,2,46.7,88.1,17.3,19.8,45.3,47.9,2.1,5.8,5.8,16.6,2.3,2,4.4,2.3,16.9,19,25,0.76,28,71,0.394,26,77,0.338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National Rank,Merrimack,2020,47116
Role Player,3,Mykel Derring,6-2,180,Fr,30,NA,34.2,83.6,17.9,23.6,42.7,42.8,1.1,4.3,4.3,10.1,0.3,1.2,2.6,1.8,6.9,4,9,0.444,9,18,0.5,31,112,0.277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Merrimack,2020,47075
Limited Role,14,Devin Jensen,6-5,225,Jr,30,30,59.3,116,13,17.6,62,62.7,0.3,5.6,5.6,10,0.2,1.6,2.2,1.5,6.6,9,11,0.818,12,26,0.462,61,141,0.433,NA,18,NA,NA,NA,NA,NA,NA,NA,61,NA,NA,263,NA,NA,NA,NA,48,National Rank,Merrimack,2020,47026
Nearly Invisible,24,Jordan McKoy,6-5,180,Fr,22,NA,19.4,69.4,11.2,11.2,34.3,38.7,1,4.2,4.2,23.6,1,2.9,2.7,1.8,22.9,6,8,0.75,6,17,0.353,4,18,0.222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Merrimack,2020,47056
Benchwarmer,1,Khalief Crawford,6-1,195,Jr,11,NA,4.9,59.6,25.4,20.5,28.1,38.8,0,7.1,7.1,33.3,0,1.1,4.1,4.3,43.8,6,7,0.857,3,9,0.333,1,7,0.143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Merrimack,2020,47062
Major Contributor,0,Chris Lykes,5-7,165,Jr,26,24,61.3,105.6,26.8,28.5,51.1,55,1.4,17,17.8,15.1,0.9,2.1,3.5,4.1,26.5,70,86,0.814,89,190,0.468,51,134,0.381,NA,NA,195,147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,231,NA,296,National Rank,Miami FL,2020,40324
Major Contributor,5,Harlond Beverly,6-4,186,Fr,31,5,48.6,86.7,26,23.3,43.8,47.5,2,23.5,23.5,25.1,1,2,3.1,3.5,25.7,40,54,0.741,71,146,0.486,14,64,0.219,NA,NA,257,NA,NA,NA,NA,NA,247,NA,NA,NA,NA,NA,NA,NA,NA,NA,National Rank,Miami FL,2020,45442
Significant Contributor,23,Kameron McGusty,6-5,192,Jr,28,21,65,96.3,23.8,24.8,49.8,52.7,1.8,11.4,11.4,19,0.6,1.3,1.7,3.4,22.7,51,68,0.75,92,183,0.503,38,116,0.328,NA,NA,474,456,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,NA,NA,National Rank,Miami FL,2020,39071
Significant Contributor,2,Isaiah Wong,6-3,172,Fr,31,13,51.5,97.7,22.1,19.9,46.6,53.1,5.7,9.7,9.7,21,1.7,1.3,2.6,4,40,63,76,0.829,60,139,0.432,19,51,0.373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,169,NA,NA,National Rank,Miami FL,2020,45439
Role Player,1,Dejan Vasiljevic,6-3,190,Sr,31,31,82.4,112.3,18.1,22.1,51.6,55.2,1.1,6.2,6.2,8.3,0.2,1,1.6,2.7,20.1,60,68,0.882,65,126,0.516,73,212,0.344,221,324,NA,NA,496,497,NA,NA,NA,19,NA,NA,42,NA,NA,37,NA,NA,National Rank,Miami FL,2020,38459
Role Player,11,Anthony Walker,6-9,208,Fr,25,NA,25.8,92.3,16.6,16.5,42.4,45.6,8,2.9,2.9,16.1,5.2,2.3,3.8,2.8,29.1,15,23,0.652,29,60,0.483,3,19,0.158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Miami FL,2020,45447
Limited Role,21,Sam Waardenburg,6-10,215,Jr,30,24,66.3,100.6,13.5,12,45.6,49.9,6.6,6.6,6.6,17.4,3.9,1.6,2.5,2.7,40.5,41,60,0.683,48,96,0.5,13,52,0.25,NA,NA,NA,NA,NA,NA,NA,468,NA,NA,255,NA,5,NA,308,NA,NA,NA,National Rank,Miami FL,2020,41517
Limited Role,14,Rodney Miller,7-0,238,Jr,30,28,56.3,117.3,15.2,15.3,57.5,58.3,9,3.9,3.9,11.2,3.1,1.6,3.8,2.8,33.1,32,53,0.604,92,159,0.579,0,1,0,NA,15,NA,NA,NA,NA,312,NA,NA,118,372,NA,NA,NA,NA,NA,229,NA,National Rank,Miami FL,2020,39564
Limited Role,4,Keith Stone,6-8,244,Sr,18,9,33,94.5,15,14.5,38.8,43.9,7.3,7.3,7.3,15.7,2.9,2.6,4.8,2.5,29.2,20,26,0.769,24,52,0.462,7,37,0.189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Miami FL,2020,39090
Benchwarmer,22,Deng Gak,6-10,222,So,7,NA,6.6,104.3,8.5,6.5,62.5,55.3,5.4,2.1,2.1,16.3,4.8,2.8,3.3,2.5,75,2,6,0.333,5,8,0.625,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Miami FL,2020,40475
Benchwarmer,15,Willie Herenton,6-1,173,Jr,11,NA,2.2,96.2,17.6,17.1,50,56.6,0,6.9,6.9,23.6,0,6.2,2.9,2.8,28.6,2,2,0.999,2,3,0.667,1,4,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Miami FL,2020,42146
Major Contributor,1,Nike Sibande,6-4,183,Jr,29,28,71.1,96.8,27.2,25.4,48.3,53.9,4.1,11.9,11.9,20.3,0.6,1.7,2.9,5.2,37,97,119,0.815,106,222,0.477,33,100,0.33,NA,NA,166,382,NA,NA,NA,302,NA,NA,NA,NA,NA,225,441,223,NA,NA,National Rank,Miami OH,2020,41364
Major Contributor,3,Dae Dae Grant,6-2,180,Fr,30,26,56.4,92.4,26.2,27,42.8,45.6,4.5,17.9,17.9,15.1,0.3,1,2.5,4.2,24.7,44,67,0.657,62,166,0.373,36,105,0.343,NA,NA,241,259,NA,NA,NA,NA,NA,NA,NA,NA,474,NA,NA,NA,NA,NA,National Rank,Miami OH,2020,45345
Significant Contributor,2,Mekhi Lairy,5-8,140,So,30,7,51.2,108.4,22.3,20.9,51.3,55.2,3.7,26.6,26.6,17.4,0,1.9,3.3,3.8,28.3,43,54,0.796,59,115,0.513,26,76,0.342,NA,NA,NA,NA,NA,NA,NA,NA,145,NA,NA,NA,NA,NA,NA,NA,NA,NA,National Rank,Miami OH,2020,42835
Significant Contributor,13,Dalonte Brown,6-7,200,Jr,27,22,50.1,100.2,23.4,24,44.6,50.4,6.5,5.6,5.6,12.8,2.2,1.6,5.2,4.7,36.5,62,78,0.795,58,128,0.453,25,86,0.291,NA,NA,NA,NA,NA,NA,NA,297,NA,257,NA,NA,NA,352,NA,314,NA,NA,National Rank,Miami OH,2020,40393
Role Player,4,Isaiah Coleman-Lands,6-0,168,So,30,3,64.8,104.8,16.4,18.4,49.5,51.8,1.3,12.7,12.7,12.3,0.1,1.8,2.5,2.5,17.4,28,37,0.757,23,52,0.442,55,161,0.342,NA,NA,NA,NA,NA,NA,NA,NA,NA,199,NA,NA,NA,NA,NA,NA,NA,NA,National Rank,Miami OH,2020,40695
Role Player,14,Bam Bowman,6-8,273,Sr,28,19,45.9,108.5,17.8,18.2,54.7,55,8.3,8.2,8.2,14.2,1.7,1.1,4.6,2.9,22.1,18,33,0.545,44,80,0.55,25,69,0.362,NA,NA,NA,NA,NA,NA,398,NA,NA,443,NA,NA,NA,NA,NA,NA,393,447,National Rank,Miami OH,2020,40173
Role Player,22,Elijah McNamara,6-9,207,So,30,11,35.1,93,17.6,20.2,46.8,46.8,4.6,5.5,5.5,12.6,5.6,1.2,4.9,2.4,12.7,7,16,0.438,56,119,0.471,2,7,0.286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Miami OH,2020,42838
Role Player,35,Josh Brewer,6-5,185,So,25,2,14.3,105,16.2,16.4,60.7,62.4,4.4,4.7,4.7,22.9,1.4,0.3,4.4,2.2,14.3,5,6,0.833,9,20,0.45,11,22,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Miami OH,2020,45354
Limited Role,15,Milos Jovic,6-4,198,Jr,30,16,49.4,97.5,15.4,15.1,50.4,50.8,4,10,10.7,18.4,1.4,1.1,3.8,2.5,21.8,15,29,0.517,31,66,0.47,24,67,0.358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,493,National Rank,Miami OH,2020,39373
Limited Role,5,Precious Ayah,6-6,225,Jr,27,NA,24.8,126,12.3,10.8,64.6,66.2,9.5,2.6,2.6,14.2,2.8,1.6,7.1,3,47.9,16,23,0.696,31,48,0.646,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Miami OH,2020,39487
Nearly Invisible,11,Myja White,6-1,188,Fr,27,16,32.8,85.1,10.1,10.3,39.2,43.2,0.8,5.8,5.8,17.6,0,1.2,2.6,2,25,11,15,0.733,10,22,0.455,9,38,0.237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Miami OH,2020,42836
Benchwarmer,0,Javin Etzler,6-8,189,Fr,3,NA,2.1,105.4,8.8,13.5,50,50,0,0,0,0,4.7,0,4.8,1.1,0,0,0,0,1,1,0.999,1,4,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Miami OH,2020,45341
Major Contributor,3,Zavier Simpson,6-0,190,Sr,30,30,80.7,106.3,25.8,21.1,52.5,53.5,2.4,43.4,43.4,21.2,0.4,1.7,3.1,3.7,29.6,54,94,0.574,120,231,0.519,31,86,0.36,319,NA,281,NA,415,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,467,National Rank,Michigan,2020,39842
Significant Contributor,15,Jon Teske,7-1,265,Sr,31,31,68.7,105.1,22.5,22.7,50.5,53.7,8.3,7.7,7.7,14,6.1,2.1,3.5,3.8,31.3,65,91,0.714,123,226,0.544,16,65,0.246,NA,NA,NA,NA,NA,NA,392,33,NA,408,97,NA,NA,NA,NA,NA,442,NA,National Rank,Michigan,2020,38937
Significant Contributor,51,Austin Davis,6-10,250,Sr,24,NA,20.4,112.1,20.5,19.7,69.3,67.7,11,1.6,1.6,20.9,1.8,1.1,6.6,3.5,32,13,24,0.542,52,75,0.693,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Michigan,2020,38111
